Environment,Account,invoice_date,Description,region,Product Name,vendor,Service Name,Usage Type,Team,Sub-Team,Cost Before Uplifts ($)
dev,47425112,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,us-central1,,GCP,GCP Vertex Ai,,SecuroSave,SecuroSave Lite,4053.2
dev,60611044,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,4066.31
prod,48347781,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,asia-south1,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,4124.51
dev,63014216,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,asia-east2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,4181.21
dev,73759281,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,Straight Outta Accounts,4192.1
dev,87305096,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,us-central1,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,4209.47
dev,41603388,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,asia-east2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,4239.52
dev,48347781,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,asia-east2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,4246.55
dev,17206320,01/03/2024,Vertex AI Search and Conversation: Data Index,europe-north1,,GCP,GCP Vertex Ai Search,,AE Tech,Yield Syndicate,4266.89
dev,91756787,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west2,,GCP,GCP Vertex Ai,,Treasury,Treasury Foundation,4269.46
dev,70359576,01/03/2024,Vertex AI Search and Conversation: Data Index,europe-west1,,GCP,GCP Vertex Ai Search,,AE Tech,Yield Syndicate,4277.89
dev,63014216,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,4297.4
dev,71682866,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west2,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,4307.58
dev,17206320,01/03/2024,Vertex AI Search: Search API Request Count - Enterprise,europe-west4,,GCP,GCP Vertex Ai Search,,AE Tech,Yield Syndicate,4328.07
prod,20547104,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,4332.41
dev,60611044,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,4347.63
dev,48347781,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,us-central1,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,4357.83
dev,72789061,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west2,,GCP,GCP Vertex Ai,,United America,Bank Tank,4371.38
prod,20547104,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,4414.98
prod,67090511,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,4460.19
prod,48347781,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,asia-south1,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,4461.45
dev,40437648,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,us-central1,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,4473.87
prod,72540413,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west2,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,4488.49
dev,60611044,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,4492.36
dev,45812120,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,us-central1,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,4495.03
dev,35462054,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west3,,GCP,GCP Vertex Ai,,United America,Wu-Tang Clan of Cash Flow,4511.03
dev,60611044,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,4517.09
dev,20547104,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,4566.42
dev,60611044,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,4572.05
dev,66082951,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,us-central1,,GCP,GCP Vertex Ai,,AE Tech,Yield Syndicate,4655.81
dev,45812120,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,us-east4,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,4674.31
dev,60611044,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,us-central1,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,4677.24
dev,53079266,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west2,,GCP,GCP Vertex Ai,,SecuroSave,SecuroSave Lite,4677.56
dev,99457172,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,asia-southeast1,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,4682.55
dev,60611044,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,4683.44
dev,35462054,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west1,,GCP,GCP Vertex Ai,,United America,Wu-Tang Clan of Cash Flow,4716.49
prod,72540413,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west2,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,4725.99
prod,72540413,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west2,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,4754.1
dev,70359576,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,us-central1,,GCP,GCP Vertex Ai,,AE Tech,Yield Syndicate,4787.07
dev,87305096,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west1,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,4810.12
dev,35462054,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west1,,GCP,GCP Vertex Ai,,United America,Wu-Tang Clan of Cash Flow,4827.21
dev,48347781,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,us-central1,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,4835.18
prod,63014216,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,asia-east2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,4873.68
dev,35462054,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,us-central1,,GCP,GCP Vertex Ai,,United America,Wu-Tang Clan of Cash Flow,4898.9
dev,99457172,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,us-central1,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,4903.3
dev,48347781,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,asia-southeast1,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,4927.32
prod,63014216,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,asia-east2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,4945.32
dev,63014216,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,4973.9
prod,60611044,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,4983.63
dev,70359576,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,us-central1,,GCP,GCP Vertex Ai,,AE Tech,Yield Syndicate,4993.39
prod,11993525,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,5009.33
dev,60611044,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,5013.49
prod,67090511,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,5027.52
dev,20547104,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,5027.56
dev,40437648,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,us-central1,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,5031.56
dev,48347781,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,asia-south1,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,5070.44
prod,11993525,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,5077.38
dev,91756787,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west2,,GCP,GCP Vertex Ai,,Treasury,Treasury Foundation,5079.49
dev,48347781,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,asia-south1,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,5091.54
dev,17206320,01/03/2024,Vertex AI Search: Search API Request Count - Enterprise,europe-west1,,GCP,GCP Vertex Ai Search,,AE Tech,Yield Syndicate,5096.87
dev,35462054,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,europe-west2,,GCP,GCP Vertex Ai,,United America,Wu-Tang Clan of Cash Flow,5165.52
dev,99457172,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,us-central1,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,5185.52
dev,73759281,01/03/2024,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in London for AI Platform,us-central1,,GCP,GCP Vertex Ai,,Global United Kingdon,Straight Outta Accounts,5196.13
dev,20547104,01/03/2024,Gemini Pro Text Output - Predictions,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,5228.9
dev,47425112,01/03/2024,Gemini Pro Text Output - Predictions,us-central1,,GCP,GCP Vertex Ai,,SecuroSave,SecuroSave Lite,5237.92
prod,12273010,01/03/2024,Vertex AI Search: Search API Request Count - Standard,europe-west1,,GCP,GCP Vertex Ai Search,,Global United Kingdon,Straight Outta Accounts,5256.49
prod,72540413,01/03/2024,Gemini Pro Text Output - Predictions,europe-west2,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,5259.34
prod,20547104,01/03/2024,Gemini Pro Text Output - Predictions,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,5278.97
dev,35462054,01/03/2024,Gemini Pro Text Output - Predictions,europe-west2,,GCP,GCP Vertex Ai,,United America,Wu-Tang Clan of Cash Flow,5280.7
dev,99457172,01/03/2024,Gemini Pro Text Output - Predictions,us-central1,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,5281.87
dev,48347781,01/03/2024,Gemini Pro Text Output - Predictions,asia-south1,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,5292.74
dev,48347781,01/03/2024,Gemini Pro Text Output - Predictions,asia-east2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,5306.09
dev,35462054,01/03/2024,Gemini Pro Text Output - Predictions,us-central1,,GCP,GCP Vertex Ai,,United America,Wu-Tang Clan of Cash Flow,5327.71
dev,63014216,01/03/2024,Gemini Pro Text Output - Predictions,asia-east2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,5327.89
dev,87305096,01/03/2024,Gemini Pro Text Output - Predictions,europe-west1,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,5392.2
dev,87305096,01/03/2024,Gemini Pro Text Output - Predictions,europe-west2,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,5406.2
dev,87305096,01/03/2024,Gemini Pro Text Output - Predictions,us-central1,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,5422.62
dev,12273010,01/03/2024,Vertex AI Search: Search API Request Count - Enterprise,europe-west4,,GCP,GCP Vertex Ai Search,,Global United Kingdon,Straight Outta Accounts,5467.75
dev,73759281,01/03/2024,Gemini Pro Text Output - Predictions,us-central1,,GCP,GCP Vertex Ai,,Global United Kingdon,Straight Outta Accounts,5486.52
dev,41603388,01/03/2024,Gemini Pro Text Output - Predictions,asia-east2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,5488.06
dev,47425112,01/03/2024,Gemini Pro Text Output - Predictions,us-central1,,GCP,GCP Vertex Ai,,SecuroSave,SecuroSave Lite,5514.4
dev,87305096,01/03/2024,Gemini Pro Text Output - Predictions,europe-west2,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,5528.69
dev,48347781,01/03/2024,Gemini Pro Text Output - Predictions,us-central1,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,5551.35
dev,72789061,01/03/2024,Gemini Pro Text Output - Predictions,europe-west2,,GCP,GCP Vertex Ai,,United America,Bank Tank,5607.13
dev,48347781,01/03/2024,Gemini Pro Text Output - Predictions,us-central1,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,5614.69
dev,41603388,01/03/2024,Gemini Pro Text Output - Predictions,asia-east2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,5636.11
dev,87305096,01/03/2024,Gemini Pro Text Output - Predictions,europe-west2,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,5649.15
dev,87305096,01/03/2024,Gemini Pro Text Output - Predictions,europe-west2,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,5676.71
dev,45812120,01/03/2024,Gemini Pro Text Output - Predictions,us-central1,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,5701.12
dev,40437648,01/03/2024,Gemini Pro Text Output - Predictions,us-central1,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,5705.32
dev,99457172,01/03/2024,Gemini Pro Text Output - Predictions,us-central1,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,5711.73
dev,53079266,01/03/2024,Gemini Pro Text Output - Predictions,europe-west2,,GCP,GCP Vertex Ai,,SecuroSave,SecuroSave Lite,5712.88
prod,67090511,01/03/2024,Gemini Pro Text Output - Predictions,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,5745.84
dev,12273010,01/03/2024,Vertex AI Search and Conversation: Data Index,europe-west4,,GCP,GCP Vertex Ai Search,,Global United Kingdon,Straight Outta Accounts,5766.93
dev,60611044,01/03/2024,Gemini Pro Text Output - Predictions,us-central1,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,5825.98
dev,20547104,01/03/2024,Gemini Pro Text Output - Predictions,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,5832.55
dev,45812120,01/03/2024,Gemini Pro Text Output - Predictions,us-central1,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,5861.64
dev,20547104,01/03/2024,Gemini Pro Text Output - Predictions,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,5864.64
dev,60611044,01/03/2024,Gemini Pro Text Output - Predictions,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,5877.75
dev,48347781,01/03/2024,Gemini Pro Text Output - Predictions,asia-southeast1,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,5919.33
dev,40437648,01/03/2024,Gemini Pro Text Output - Predictions,us-central1,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,5973.98
dev,45812120,01/03/2024,Gemini Pro Text Output - Predictions,europe-west2,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,6008.21
dev,40437648,01/03/2024,Gemini Pro Text Output - Predictions,us-central1,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,6020.7
dev,60611044,01/03/2024,Gemini Pro Text Output - Predictions,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,6040.67
dev,72789061,01/03/2024,Gemini Pro Text Output - Predictions,asia-southeast1,,GCP,GCP Vertex Ai,,United America,Bank Tank,6097.23
dev,63014216,01/03/2024,Gemini Pro Text Output - Predictions,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,6192.5
prod,67090511,01/03/2024,Gemini Pro Text Output - Predictions,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,6204.7
prod,20547104,01/03/2024,Gemini Pro Text Output - Predictions,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,6264.84
dev,63014216,01/03/2024,Gemini Pro Text Output - Predictions,asia-east2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,6266.22
dev,71682866,01/03/2024,Gemini Pro Text Output - Predictions,europe-west2,,GCP,GCP Vertex Ai,,TE Tech,Risk Regulators,6298.16
prod,12273010,01/03/2024,Vertex AI Search: Search API Request Count - Standard,europe-west4,,GCP,GCP Vertex Ai Search,,Global United Kingdon,Straight Outta Accounts,6308.1
dev,48347781,01/03/2024,Gemini Pro Text Output - Predictions,asia-south1,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,6350.69
dev,54555835,01/03/2024,Gemini Pro Text Output - Predictions,us-central1,,GCP,GCP Vertex Ai,,United America,Liquidity Legends,6354.2
prod,20547104,01/03/2024,Gemini Pro Text Output - Predictions,europe-west2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,6370.92
dev,40437648,01/03/2024,Gemini Pro Text Output - Predictions,us-central1,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,6384.17
dev,60213466,01/03/2024,Gemini Pro Text Output - Predictions,us-central1,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,6427.42
dev,63014216,01/03/2024,Gemini Pro Text Output - Predictions,asia-east2,,GCP,GCP Vertex Ai,,Global United Kingdon,The Ledger League,6427.58
dev,17206320,01/03/2024,Vertex AI Search and Conversation: Data Index,europe-west1,,GCP,GCP Vertex Ai Search,,AE Tech,Yield Syndicate,6625.29
dev,71682866,01/03/2024,AML Commercial Large Registered Party,europe-west2,,GCP,GCP Financial Services,,TE Tech,Risk Regulators,59473.93
dev,71682866,01/03/2024,AML Commercial Training Per Party,europe-west2,,GCP,GCP Financial Services,,TE Tech,Risk Regulators,109674.07
prod,71682866,01/03/2024,AML Commercial Training Per Party,europe-west2,,GCP,GCP Financial Services,,TE Tech,Risk Regulators,117873.82
dev,71682866,01/03/2024,AML Retail Training Per Party,europe-west2,,GCP,GCP Financial Services,,TE Tech,Risk Regulators,126964.82
prod,71682866,01/03/2024,AML Retail Registered Party,europe-west2,,GCP,GCP Financial Services,,TE Tech,Risk Regulators,137429.21
prod,71682866,01/03/2024,AML Commercial Small Registered Party,europe-west2,,GCP,GCP Financial Services,,TE Tech,Risk Regulators,188189.04
dev,71682866,01/03/2024,AML Commercial Small Registered Party,europe-west2,,GCP,GCP Financial Services,,TE Tech,Risk Regulators,301918.69
prod,71682866,01/03/2024,AML Retail Training Per Party,europe-west2,,GCP,GCP Financial Services,,TE Tech,Risk Regulators,376376.78
prod,71682866,01/03/2024,AML Commercial Large Registered Party,europe-west2,,GCP,GCP Financial Services,,TE Tech,Risk Regulators,412454.15
dev,71682866,01/03/2024,AML Retail Registered Party,europe-west2,,GCP,GCP Financial Services,,TE Tech,Risk Regulators,461720.06
dev,70359576,01/04/2024,Entity Analysis Operations,(not set),,GCP,GCP Cloud Natural Language,,AE Tech,Yield Syndicate,0
dev,70359576,01/04/2024,Language Detection Operations,(not set),,GCP,GCP Cloud Natural Language,,AE Tech,Yield Syndicate,0
dev,71794275,01/04/2024,Intent Detection Text Query Operations for Enterprise Essentials Agents,(not set),,GCP,GCP Cloud Dialogflow Api,,TE Tech,Risk Regulators,1
dev,73759281,01/04/2024,Text query operation for interacting with Dialogflow CX agents,europe-west1,,GCP,GCP Cloud Dialogflow Api,,Global United Kingdon,Straight Outta Accounts,3.02
dev,73759281,01/04/2024,Intent Detection Query Textual Sentiment Operations for Enterprise Agents,(not set),,GCP,GCP Cloud Dialogflow Api,,Global United Kingdon,Straight Outta Accounts,3.9
dev,73759281,01/04/2024,Intent Detection Text Query Operations for Enterprise Essentials Agents,(not set),,GCP,GCP Cloud Dialogflow Api,,Global United Kingdon,Straight Outta Accounts,3.99
prod,22370045,01/04/2024,Intent Detection Text Query Operations for Enterprise Essentials Agents,(not set),,GCP,GCP Cloud Dialogflow Api,,United America,The Budgeters,4.22
prod,71794275,01/04/2024,Intent Detection Text Query Operations for Enterprise Essentials Agents,(not set),,GCP,GCP Cloud Dialogflow Api,,TE Tech,Risk Regulators,5.6
prod,67090511,01/04/2024,Object Localization Operations,europe-west1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,11.58
prod,67090511,01/04/2024,Object Localization Operations,europe-west4,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,11.62
dev,42960586,01/04/2024,Text Detection Operations,asia-east1,,GCP,GCP Cloud Vision Api,,Treasury,Treasury Foundation,12.36
dev,67090511,01/04/2024,Document Text Detection Operations,europe-north1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,12.43
dev,67090511,01/04/2024,Document Text Detection Operations,asia-east1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,23.16
dev,67090511,01/04/2024,Web Detection Operations,us-central1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,23.92
dev,67090511,01/04/2024,Document Text Detection Operations,us-central1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,26.72
prod,67090511,01/04/2024,Document Text Detection Operations,us-east1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,32
dev,67090511,01/04/2024,Web Detection Operations,europe-west4,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,32.37
dev,72789061,01/04/2024,Logo Detection Operations,europe-west4,,GCP,GCP Cloud Vision Api,,United America,Bank Tank,33.61
dev,72789061,01/04/2024,Text Detection Operations,europe-west1,,GCP,GCP Cloud Vision Api,,United America,Bank Tank,35.5
dev,67090511,01/04/2024,Image Properties Operations,us-central1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,40.64
dev,67090511,01/04/2024,Web Detection Operations,us-east1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,44.98
dev,92465056,01/04/2024,Workbench Instances GPU for GCE usage - T4 in asia-east2,asia-east2,,GCP,GCP Notebooks,,United America,Fear the Fiscal,45.68
dev,67090511,01/04/2024,Document Text Detection Operations,us-west1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,47.67
dev,67090511,01/04/2024,Object Localization Operations,us-east1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,53.89
dev,67090511,01/04/2024,Image Properties Operations,europe-north1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,55.81
dev,67090511,01/04/2024,Web Detection Operations,europe-north1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,58.78
dev,67090511,01/04/2024,Object Localization Operations,europe-west4,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,59.33
dev,70359576,01/04/2024,Label Detection Operations,asia-east1,,GCP,GCP Cloud Vision Api,,AE Tech,Yield Syndicate,64.18
prod,67090511,01/04/2024,Web Detection Operations,europe-north1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,64.56
dev,67090511,01/04/2024,Text Detection Operations,europe-west1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,64.86
dev,72789061,01/04/2024,Logo Detection Operations,europe-west1,,GCP,GCP Cloud Vision Api,,United America,Bank Tank,72.41
prod,67090511,01/04/2024,Image Properties Operations,europe-west1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,75.44
dev,60611044,01/04/2024,Managed Notebooks CPU for GCE usage - N1 Highmem Cores in europe-west1,europe-west1,,GCP,GCP Notebooks,,Global United Kingdon,The Ledger League,76.15
dev,67090511,01/04/2024,Image Properties Operations,europe-west1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,81.48
dev,67090511,01/04/2024,Document Text Detection Operations,us-east1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,82.32
prod,89094368,01/04/2024,Document Text Detection Operations,asia-east1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,Straight Outta Accounts,83.65
dev,89094368,01/04/2024,Document Text Detection Operations,asia-east1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,Straight Outta Accounts,87.09
prod,67090511,01/04/2024,Document Text Detection Operations,europe-west1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,87.56
dev,67090511,01/04/2024,Object Localization Operations,us-central1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,91.99
dev,67090511,01/04/2024,Image Properties Operations,europe-west4,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,94.04
dev,50109088,01/04/2024,Cloud Speech-to-Text Audio Length Standard,(not set),,GCP,GCP Cloud Speech Api,,United America,Delta Divison,94.74
prod,67090511,01/04/2024,Image Properties Operations,europe-west4,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,95.16
prod,67090511,01/04/2024,Text Detection Operations,europe-west1,,GCP,GCP Cloud Vision Api,,Global United Kingdon,The Ledger League,95.2
